EmployeeNumber,Age,age_band,Gender,MaritalStatus,Department,JobRole,JobLevel,Education_label,EducationField,BusinessTravel,DistanceFromHome,OverTime,MonthlyIncome,income_quartile,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,YearsAtCompany,tenure_band,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,NumCompaniesWorked,TrainingTimesLastYear,JobSatisfaction_label,EnvironmentSatisfaction_label,RelationshipSatisfaction_label,JobInvolvement_label,WorkLifeBalance_label,satisfaction_band,PerformanceRating,Attrition,attrition_flag
1775,53,46 to 60,Female,Married,Research & Development,Manufacturing Director,4,4 Master,Medical,Non-Travel,1,Yes,12965,Q4 highest,20,3,27,3,3 to 5,2,0,2,4,2,3 High,1 Low,4 Very High,2 Medium,2 Good,Below average,4,No,0
1778,43,36 to 45,Male,Single,Human Resources,Human Resources,1,3 Bachelor,Life Sciences,Travel_Rarely,2,No,3539,Q2,13,0,10,9,6 to 10,7,1,8,0,5,4 Very High,2 Medium,2 Medium,3 High,3 Better,Below average,3,No,0
1779,34,26 to 35,Female,Single,Sales,Sales Executive,2,2 College,Life Sciences,Travel_Rarely,3,No,6029,Q3,12,0,6,2,1 to 2,2,2,2,5,3,4 Very High,4 Very High,1 Low,1 Low,3 Better,Good,3,No,0
1780,21,18 to 25,Male,Single,Sales,Sales Representative,1,1 Below College,Marketing,Travel_Rarely,7,No,2679,Q1 lowest,13,0,1,1,Under 1 year,0,1,0,1,3,2 Medium,2 Medium,2 Medium,3 High,3 Better,Below average,3,Yes,1
1782,38,36 to 45,Female,Married,Research & Development,Laboratory Technician,1,2 College,Other,Travel_Rarely,6,No,3702,Q2,11,1,5,5,3 to 5,4,0,4,1,3,3 High,4 Very High,2 Medium,2 Medium,3 Better,Good,3,No,0
1783,22,18 to 25,Female,Married,Research & Development,Laboratory Technician,1,1 Below College,Medical,Travel_Rarely,8,Yes,2398,Q1 lowest,17,0,1,1,Under 1 year,0,0,0,1,6,1 Low,3 High,3 High,3 High,3 Better,Below average,3,Yes,1
1784,31,26 to 35,Female,Married,Sales,Sales Executive,2,4 Master,Marketing,Travel_Rarely,29,No,5468,Q3,14,2,13,12,Over 10,7,5,7,1,3,4 Very High,1 Low,1 Low,2 Medium,3 Better,Below average,3,No,0
1786,51,46 to 60,Female,Married,Research & Development,Manager,3,3 Bachelor,Technical Degree,Travel_Rarely,3,No,13116,Q4 highest,11,0,15,2,1 to 2,2,2,2,2,2,3 High,1 Low,4 Very High,3 High,3 Better,Below average,3,No,0
1787,37,36 to 45,Male,Married,Sales,Sales Executive,2,2 College,Marketing,Travel_Rarely,9,No,4189,Q2,14,2,5,5,3 to 5,2,0,3,1,2,2 Medium,2 Medium,1 Low,2 Medium,3 Better,Low,3,No,0
1789,46,46 to 60,Male,Divorced,Research & Development,Research Director,5,4 Master,Medical,Travel_Rarely,2,Yes,19328,Q4 highest,17,1,24,2,1 to 2,1,2,2,7,3,4 Very High,3 High,3 High,3 High,3 Better,Good,3,No,0
1790,36,36 to 45,Male,Married,Research & Development,Healthcare Representative,3,3 Bachelor,Life Sciences,Travel_Rarely,10,Yes,8321,Q3,13,1,15,12,Over 10,8,5,7,7,1,1 Low,4 Very High,4 Very High,3 High,3 Better,Good,3,No,0
1792,44,36 to 45,Male,Divorced,Research & Development,Research Scientist,1,2 College,Medical,Travel_Frequently,1,Yes,2342,Q1 lowest,12,3,6,5,3 to 5,3,2,3,1,2,2 Medium,3 High,3 High,3 High,2 Good,Below average,3,Yes,1
1794,37,36 to 45,Male,Divorced,Human Resources,Human Resources,2,2 College,Other,Travel_Rarely,8,No,4071,Q2,13,0,19,10,6 to 10,0,4,7,2,4,2 Medium,3 High,3 High,3 High,2 Good,Below average,3,No,0
1797,35,26 to 35,Male,Single,Sales,Sales Executive,2,3 Bachelor,Life Sciences,Travel_Rarely,27,Yes,5813,Q3,18,0,10,10,6 to 10,7,7,7,1,2,4 Very High,3 High,4 Very High,3 High,3 Better,Good,3,Yes,1
1798,33,26 to 35,Male,Married,Research & Development,Research Scientist,1,4 Master,Life Sciences,Travel_Rarely,8,No,3143,Q2,19,1,14,10,6 to 10,8,7,6,6,1,1 Low,4 Very High,2 Medium,4 Very High,3 Better,Below average,3,No,0
1799,28,26 to 35,Male,Married,Research & Development,Research Scientist,1,3 Bachelor,Life Sciences,Travel_Rarely,1,No,2044,Q1 lowest,11,1,5,5,3 to 5,3,0,3,1,6,4 Very High,3 High,3 High,3 High,4 Best,Good,3,No,0
1800,39,36 to 45,Male,Single,Research & Development,Research Director,3,1 Below College,Medical,Travel_Rarely,10,No,13464,Q4 highest,21,0,9,4,3 to 5,3,2,2,7,3,3 High,3 High,3 High,3 High,3 Better,Good,4,No,0
1801,46,46 to 60,Male,Single,Sales,Sales Executive,2,2 College,Life Sciences,Non-Travel,26,No,7991,Q3,15,0,6,2,1 to 2,2,2,2,8,3,2 Medium,2 Medium,3 High,2 Medium,3 Better,Below average,3,No,0
1802,40,36 to 45,Female,Married,Research & Development,Laboratory Technician,1,2 College,Life Sciences,Travel_Rarely,2,No,3377,Q2,17,1,7,4,3 to 5,3,0,2,4,5,1 Low,3 High,4 Very High,3 High,2 Good,Below average,3,No,0
1803,42,36 to 45,Male,Married,Research & Development,Healthcare Representative,2,3 Bachelor,Medical,Travel_Rarely,13,No,5538,Q3,18,2,10,0,Under 1 year,0,0,0,5,2,1 Low,2 Medium,3 High,4 Very High,2 Good,Low,3,No,0
1804,35,26 to 35,Male,Divorced,Research & Development,Manufacturing Director,2,2 College,Medical,Non-Travel,2,No,5762,Q3,14,1,15,7,6 to 10,7,1,7,2,6,4 Very High,2 Medium,3 High,3 High,3 Better,Good,3,No,0
1805,38,36 to 45,Male,Divorced,Human Resources,Human Resources,1,3 Bachelor,Human Resources,Non-Travel,2,No,2592,Q1 lowest,13,3,13,11,Over 10,10,3,8,5,3,2 Medium,1 Low,4 Very High,3 High,3 Better,Below average,3,No,0
1807,34,26 to 35,Male,Married,Research & Development,Laboratory Technician,2,4 Master,Life Sciences,Travel_Frequently,9,No,5346,Q3,17,1,11,7,6 to 10,1,0,7,4,3,1 Low,4 Very High,3 High,3 High,2 Good,Below average,3,Yes,1
1809,37,36 to 45,Male,Single,Research & Development,Manufacturing Director,2,4 Master,Medical,Travel_Rarely,10,No,4213,Q2,15,0,10,10,6 to 10,3,0,8,1,4,1 Low,4 Very High,2 Medium,3 High,1 Bad,Low,3,Yes,1
1812,39,36 to 45,Male,Divorced,Sales,Sales Executive,2,3 Bachelor,Life Sciences,Travel_Frequently,20,No,4127,Q2,18,1,7,2,1 to 2,1,2,2,2,6,4 Very High,3 High,4 Very High,3 High,3 Better,Good,3,No,0
1813,43,36 to 45,Male,Single,Research & Development,Research Scientist,1,3 Bachelor,Life Sciences,Non-Travel,9,No,2438,Q1 lowest,13,0,7,3,3 to 5,2,1,2,4,2,3 High,1 Low,3 High,3 High,2 Good,Below average,3,No,0
1814,41,36 to 45,Male,Single,Research & Development,Healthcare Representative,2,3 Bachelor,Life Sciences,Travel_Rarely,5,No,6870,Q3,12,0,11,3,3 to 5,2,1,2,3,3,2 Medium,2 Medium,1 Low,4 Very High,1 Bad,Low,3,No,0
1815,41,36 to 45,Female,Divorced,Sales,Sales Executive,3,1 Below College,Marketing,Travel_Rarely,4,Yes,10447,Q4 highest,13,1,23,22,Over 10,14,13,5,0,3,3 High,3 High,4 Very High,3 High,4 Best,Good,3,No,0
1816,30,26 to 35,Female,Single,Research & Development,Manufacturing Director,3,3 Bachelor,Medical,Travel_Rarely,10,No,9667,Q4 highest,14,0,9,7,6 to 10,7,0,2,9,3,3 High,1 Low,2 Medium,3 High,3 Better,Below average,3,No,0
1818,26,26 to 35,Female,Married,Human Resources,Human Resources,1,2 College,Medical,Travel_Rarely,20,Yes,2148,Q1 lowest,11,0,6,5,3 to 5,1,1,4,0,3,2 Medium,4 Very High,3 High,3 High,3 Better,Good,3,Yes,1
1821,46,46 to 60,Female,Married,Research & Development,Healthcare Representative,2,2 College,Medical,Travel_Rarely,21,No,8926,Q4 highest,22,1,13,9,6 to 10,7,3,7,4,2,2 Medium,4 Very High,4 Very High,3 High,4 Best,Good,4,Yes,1
1822,40,36 to 45,Female,Divorced,Research & Development,Healthcare Representative,2,3 Bachelor,Life Sciences,Travel_Rarely,1,No,6513,Q3,17,1,12,5,3 to 5,3,0,3,4,3,4 Very High,3 High,4 Very High,3 High,3 Better,Good,3,No,0
1823,34,26 to 35,Male,Married,Sales,Sales Executive,2,2 College,Technical Degree,Travel_Rarely,8,No,6799,Q3,21,2,10,10,6 to 10,8,4,8,1,5,3 High,2 Medium,3 High,4 Very High,3 Better,Below average,4,No,0
1824,58,46 to 60,Male,Divorced,Sales,Manager,4,3 Bachelor,Medical,Non-Travel,2,No,16291,Q4 highest,22,1,37,16,Over 10,9,14,14,4,0,2 Medium,2 Medium,4 Very High,3 High,2 Good,Below average,4,No,0
1826,35,26 to 35,Male,Married,Research & Development,Laboratory Technician,1,4 Master,Medical,Travel_Rarely,23,No,2705,Q1 lowest,16,1,6,5,3 to 5,4,0,3,0,2,3 High,2 Medium,2 Medium,1 Low,4 Best,Below average,3,No,0
1827,47,46 to 60,Female,Divorced,Research & Development,Manufacturing Director,3,3 Bachelor,Life Sciences,Travel_Rarely,4,Yes,10333,Q4 highest,12,1,28,22,Over 10,11,14,10,8,4,2 Medium,3 High,3 High,2 Medium,3 Better,Below average,3,No,0
1829,40,36 to 45,Female,Divorced,Research & Development,Healthcare Representative,2,3 Bachelor,Life Sciences,Travel_Rarely,12,No,4448,Q2,12,1,15,7,6 to 10,4,7,7,2,3,1 Low,2 Medium,2 Medium,3 High,3 Better,Low,3,No,0
1830,54,46 to 60,Female,Married,Research & Development,Research Scientist,2,4 Master,Medical,Travel_Rarely,7,No,6854,Q3,15,1,14,7,6 to 10,1,1,7,4,2,4 Very High,4 Very High,2 Medium,3 High,2 Good,Good,3,No,0
1833,31,26 to 35,Female,Married,Sales,Sales Executive,3,4 Master,Marketing,Travel_Frequently,7,No,9637,Q4 highest,14,2,9,3,3 to 5,2,2,2,2,3,1 Low,1 Low,4 Very High,3 High,3 Better,Below average,3,No,0
1834,28,26 to 35,Female,Married,Research & Development,Research Scientist,1,3 Bachelor,Medical,Travel_Rarely,1,No,3591,Q2,25,1,3,3,3 to 5,2,1,2,1,3,1 Low,3 High,3 High,3 High,3 Better,Below average,4,No,0
1835,38,36 to 45,Female,Married,Sales,Sales Representative,2,4 Master,Marketing,Travel_Rarely,2,Yes,5405,Q3,20,2,20,4,3 to 5,2,0,3,2,4,4 Very High,2 Medium,1 Low,1 Low,2 Good,Below average,4,No,0
1836,26,26 to 35,Male,Single,Sales,Sales Executive,2,3 Bachelor,Medical,Travel_Rarely,10,No,4684,Q2,13,0,5,5,3 to 5,3,1,2,1,4,4 Very High,3 High,1 Low,3 High,3 Better,Below average,3,No,0
1837,58,46 to 60,Male,Married,Research & Development,Research Director,4,4 Master,Life Sciences,Travel_Frequently,15,Yes,15787,Q4 highest,14,0,23,2,1 to 2,2,2,2,2,3,3 High,1 Low,2 Medium,3 High,3 Better,Below average,3,No,0
1839,18,18 to 25,Female,Single,Research & Development,Research Scientist,1,3 Bachelor,Medical,Non-Travel,14,No,1514,Q1 lowest,16,0,0,0,Under 1 year,0,0,0,1,4,3 High,2 Medium,3 High,3 High,1 Bad,Below average,3,No,0
1842,31,26 to 35,Male,Married,Human Resources,Human Resources,1,5 Doctor,Human Resources,Travel_Rarely,18,No,2956,Q2,17,0,2,1,Under 1 year,0,0,0,0,4,1 Low,4 Very High,3 High,4 Very High,3 Better,Below average,3,Yes,1
1844,29,26 to 35,Male,Divorced,Human Resources,Human Resources,1,3 Bachelor,Human Resources,Travel_Rarely,13,Yes,2335,Q1 lowest,15,3,4,2,1 to 2,2,2,0,4,3,1 Low,1 Low,4 Very High,2 Medium,3 Better,Below average,3,Yes,1
1845,45,36 to 45,Female,Married,Sales,Sales Executive,2,4 Master,Life Sciences,Non-Travel,2,No,5154,Q3,22,2,10,8,6 to 10,7,5,7,4,3,3 High,3 High,2 Medium,3 High,4 Best,Good,4,No,0
1847,36,36 to 45,Female,Married,Research & Development,Research Scientist,2,4 Master,Other,Travel_Rarely,2,Yes,6962,Q3,22,1,15,1,Under 1 year,0,0,0,4,2,2 Medium,4 Very High,4 Very High,3 High,3 Better,Good,4,No,0
1849,43,36 to 45,Male,Married,Sales,Sales Executive,2,4 Master,Life Sciences,Travel_Frequently,2,No,5675,Q3,20,1,7,7,6 to 10,7,7,7,1,5,4 Very High,1 Low,3 High,3 High,3 Better,Below average,4,No,0
1850,27,26 to 35,Female,Single,Research & Development,Laboratory Technician,1,2 College,Life Sciences,Travel_Frequently,5,Yes,2379,Q1 lowest,14,0,6,5,3 to 5,4,0,2,0,3,4 Very High,4 Very High,3 High,3 High,2 Good,Good,3,No,0
1852,29,26 to 35,Male,Married,Research & Development,Laboratory Technician,1,1 Below College,Medical,Travel_Frequently,20,No,3812,Q2,13,0,11,11,Over 10,8,3,10,1,3,4 Very High,4 Very High,2 Medium,3 High,4 Best,Good,3,No,0
1853,32,26 to 35,Male,Single,Sales,Sales Executive,2,4 Master,Marketing,Travel_Frequently,10,No,4648,Q2,13,0,4,0,Under 1 year,0,0,0,8,2,4 Very High,4 Very High,3 High,3 High,4 Best,High,3,No,0
1854,42,36 to 45,Male,Married,Research & Development,Research Scientist,1,4 Master,Technical Degree,Non-Travel,10,No,2936,Q2,22,2,10,6,6 to 10,3,3,3,3,1,3 High,3 High,2 Medium,3 High,2 Good,Below average,4,No,0
1856,47,46 to 60,Female,Single,Research & Development,Laboratory Technician,1,4 Master,Life Sciences,Travel_Rarely,9,No,2105,Q1 lowest,12,0,7,2,1 to 2,2,2,0,4,2,3 High,2 Medium,3 High,3 High,3 Better,Below average,3,No,0
1857,46,46 to 60,Male,Divorced,Research & Development,Manufacturing Director,3,2 College,Life Sciences,Travel_Rarely,2,No,8578,Q4 highest,14,1,12,9,6 to 10,8,4,7,3,4,4 Very High,4 Very High,3 High,3 High,2 Good,Good,3,No,0
1858,28,26 to 35,Male,Divorced,Human Resources,Human Resources,1,2 College,Life Sciences,Non-Travel,1,No,2706,Q1 lowest,15,1,3,3,3 to 5,2,2,2,1,2,4 Very High,3 High,2 Medium,3 High,3 Better,Good,3,No,0
1859,29,26 to 35,Male,Divorced,Research & Development,Healthcare Representative,2,1 Below College,Life Sciences,Travel_Rarely,29,No,6384,Q3,17,2,11,7,6 to 10,0,1,6,8,3,3 High,4 Very High,4 Very High,1 Low,3 Better,Good,3,No,0
1860,42,36 to 45,Male,Single,Research & Development,Laboratory Technician,1,3 Bachelor,Life Sciences,Travel_Rarely,8,No,3968,Q2,13,0,8,0,Under 1 year,0,0,0,4,3,3 High,4 Very High,4 Very High,3 High,3 Better,Good,3,No,0
1862,32,26 to 35,Male,Single,Sales,Sales Executive,2,4 Master,Marketing,Travel_Rarely,2,Yes,9907,Q4 highest,12,0,7,2,1 to 2,2,2,2,7,3,2 Medium,3 High,3 High,2 Medium,2 Good,Below average,3,Yes,1
1863,46,46 to 60,Female,Divorced,Sales,Sales Executive,4,3 Bachelor,Technical Degree,Travel_Rarely,3,No,13225,Q4 highest,12,1,25,19,Over 10,17,2,8,2,5,1 Low,1 Low,4 Very High,4 Very High,3 Better,Below average,3,No,0
1864,27,26 to 35,Female,Married,Sales,Sales Representative,2,1 Below College,Medical,Travel_Rarely,23,No,3540,Q2,21,1,9,9,6 to 10,8,5,8,1,5,3 High,2 Medium,4 Very High,2 Medium,3 Better,Good,4,No,0
1865,29,26 to 35,Male,Married,Human Resources,Human Resources,1,1 Below College,Medical,Travel_Rarely,6,No,2804,Q1 lowest,11,0,1,1,Under 1 year,0,0,0,1,3,2 Medium,4 Very High,4 Very High,2 Medium,3 Better,Good,3,No,0
1866,43,36 to 45,Female,Married,Research & Development,Manager,5,3 Bachelor,Medical,Travel_Rarely,6,No,19392,Q4 highest,13,0,21,16,Over 10,12,6,14,7,2,3 High,1 Low,4 Very High,2 Medium,3 Better,Below average,3,No,0
1867,48,46 to 60,Male,Married,Research & Development,Research Director,5,3 Bachelor,Life Sciences,Travel_Rarely,10,No,19665,Q4 highest,12,0,29,22,Over 10,10,12,9,4,3,2 Medium,4 Very High,4 Very High,2 Medium,3 Better,Good,3,No,0
1868,29,26 to 35,Male,Single,Research & Development,Research Scientist,1,2 College,Life Sciences,Travel_Frequently,24,Yes,2439,Q1 lowest,24,0,1,1,Under 1 year,0,1,0,1,3,4 Very High,4 Very High,2 Medium,2 Medium,2 Good,Good,4,Yes,1
1869,46,46 to 60,Female,Married,Sales,Sales Executive,3,3 Bachelor,Life Sciences,Travel_Rarely,10,No,7314,Q3,21,3,14,8,6 to 10,7,0,7,5,2,2 Medium,3 High,3 High,3 High,3 Better,Below average,4,Yes,1
1870,27,26 to 35,Female,Married,Research & Development,Research Scientist,1,3 Bachelor,Life Sciences,Travel_Frequently,15,No,4774,Q2,19,1,8,7,6 to 10,6,7,3,0,2,1 Low,4 Very High,4 Very High,2 Medium,2 Good,Below average,3,No,0
1871,39,36 to 45,Male,Divorced,Research & Development,Research Scientist,2,4 Master,Other,Travel_Rarely,19,No,3902,Q2,14,3,7,2,1 to 2,2,2,2,8,2,4 Very High,4 Very High,2 Medium,3 High,3 Better,Good,3,No,0
1873,55,46 to 60,Male,Married,Research & Development,Research Scientist,1,4 Master,Technical Degree,Travel_Rarely,2,No,2662,Q1 lowest,20,1,19,5,3 to 5,2,0,4,8,2,4 Very High,2 Medium,2 Medium,2 Medium,4 Best,Good,4,No,0
1875,28,26 to 35,Female,Married,Sales,Sales Representative,1,3 Bachelor,Medical,Travel_Rarely,3,No,2856,Q1 lowest,19,1,1,1,Under 1 year,0,0,0,1,3,2 Medium,2 Medium,4 Very High,3 High,3 Better,Below average,3,No,0
1876,30,26 to 35,Male,Single,Sales,Sales Representative,1,3 Bachelor,Medical,Travel_Rarely,9,No,1081,Q1 lowest,13,0,1,1,Under 1 year,0,0,0,1,3,4 Very High,2 Medium,3 High,3 High,2 Good,Below average,3,Yes,1
1878,22,18 to 25,Male,Single,Research & Development,Research Scientist,1,1 Below College,Life Sciences,Travel_Rarely,7,Yes,2472,Q1 lowest,23,0,1,1,Under 1 year,0,0,0,1,2,2 Medium,4 Very High,1 Low,3 High,3 Better,Below average,4,Yes,1
1880,36,36 to 45,Female,Married,Sales,Sales Executive,2,4 Master,Technical Degree,Travel_Rarely,10,Yes,5673,Q3,13,1,10,10,6 to 10,9,1,7,1,4,3 High,2 Medium,1 Low,2 Medium,3 Better,Below average,3,No,0
1881,31,26 to 35,Male,Divorced,Research & Development,Laboratory Technician,2,3 Bachelor,Life Sciences,Travel_Rarely,20,No,4197,Q2,11,1,10,10,6 to 10,8,0,2,1,2,3 High,2 Medium,1 Low,3 High,3 Better,Below average,3,No,0
1882,34,26 to 35,Male,Married,Sales,Sales Executive,3,3 Bachelor,Life Sciences,Travel_Rarely,4,Yes,9713,Q4 highest,13,3,9,5,3 to 5,3,1,0,2,3,4 Very High,3 High,4 Very High,3 High,3 Better,Good,3,No,0
1883,29,26 to 35,Male,Single,Research & Development,Laboratory Technician,1,3 Bachelor,Life Sciences,Travel_Rarely,7,No,2062,Q1 lowest,14,0,11,3,3 to 5,2,1,2,3,2,1 Low,4 Very High,2 Medium,3 High,3 Better,Below average,3,No,0
1885,37,36 to 45,Male,Married,Research & Development,Research Scientist,2,4 Master,Medical,Travel_Rarely,7,Yes,4284,Q2,22,1,16,5,3 to 5,3,0,4,5,2,1 Low,4 Very High,3 High,3 High,3 Better,Below average,4,No,0
1886,35,26 to 35,Female,Married,Research & Development,Manufacturing Director,2,2 College,Other,Travel_Rarely,16,Yes,4788,Q2,11,0,4,3,3 to 5,2,0,2,0,2,2 Medium,4 Very High,4 Very High,2 Medium,3 Better,Good,3,No,0
1888,45,36 to 45,Female,Married,Research & Development,Manufacturing Director,2,2 College,Life Sciences,Travel_Rarely,25,No,5906,Q3,13,2,10,9,6 to 10,8,3,8,0,2,4 Very High,2 Medium,4 Very High,2 Medium,2 Good,Good,3,No,0
1890,36,36 to 45,Male,Single,Human Resources,Human Resources,2,1 Below College,Human Resources,Travel_Frequently,2,No,3886,Q2,21,0,10,10,6 to 10,1,0,8,1,2,4 Very High,2 Medium,4 Very High,2 Medium,2 Good,Good,4,No,0
1892,40,36 to 45,Male,Divorced,Research & Development,Manager,4,4 Master,Life Sciences,Travel_Rarely,1,No,16823,Q4 highest,11,1,22,19,Over 10,7,11,16,2,3,1 Low,1 Low,1 Low,3 High,3 Better,Low,3,No,0
1893,26,26 to 35,Female,Married,Research & Development,Research Scientist,1,2 College,Life Sciences,Travel_Rarely,1,Yes,2933,Q2,13,1,1,1,Under 1 year,0,1,0,1,3,3 High,2 Medium,3 High,2 Medium,2 Good,Below average,3,No,0
1898,27,26 to 35,Female,Single,Sales,Sales Executive,2,2 College,Medical,Travel_Rarely,2,No,6500,Q3,14,0,9,8,6 to 10,7,0,7,0,5,3 High,1 Low,2 Medium,4 Very High,2 Good,Low,3,No,0
1900,48,46 to 60,Female,Divorced,Research & Development,Manager,4,3 Bachelor,Medical,Travel_Frequently,22,No,17174,Q4 highest,11,1,24,22,Over 10,17,4,7,3,3,4 Very High,4 Very High,2 Medium,3 High,3 Better,Good,3,No,0
1903,44,36 to 45,Male,Married,Research & Development,Healthcare Representative,2,4 Master,Life Sciences,Travel_Rarely,1,No,5033,Q3,15,1,10,2,1 to 2,0,2,2,2,5,1 Low,2 Medium,4 Very High,4 Very High,3 Better,Below average,3,No,0
1905,34,26 to 35,Male,Married,Research & Development,Research Scientist,1,4 Master,Technical Degree,Non-Travel,16,Yes,2307,Q1 lowest,23,1,5,5,3 to 5,2,3,0,1,2,1 Low,4 Very High,2 Medium,1 Low,3 Better,Below average,4,Yes,1
1907,56,46 to 60,Male,Single,Research & Development,Laboratory Technician,1,2 College,Life Sciences,Travel_Rarely,24,No,2587,Q1 lowest,16,0,5,4,3 to 5,2,1,0,1,3,4 Very High,1 Low,4 Very High,3 High,3 Better,Good,3,Yes,1
1908,36,36 to 45,Male,Married,Sales,Sales Executive,2,2 College,Marketing,Travel_Rarely,17,No,5507,Q3,16,2,12,4,3 to 5,2,1,3,2,1,2 Medium,3 High,3 High,2 Medium,1 Bad,Below average,3,No,0
1909,41,36 to 45,Female,Married,Sales,Sales Executive,2,3 Bachelor,Marketing,Travel_Rarely,8,No,4393,Q2,21,1,14,5,3 to 5,4,1,4,5,3,2 Medium,3 High,3 High,3 High,3 Better,Below average,4,No,0
1911,42,36 to 45,Male,Married,Research & Development,Research Director,3,3 Bachelor,Medical,Travel_Rarely,6,No,13348,Q4 highest,13,1,18,13,Over 10,7,5,7,9,3,1 Low,3 High,2 Medium,3 High,4 Best,Below average,3,No,0
1912,31,26 to 35,Female,Divorced,Sales,Sales Executive,2,2 College,Medical,Travel_Rarely,10,Yes,6583,Q3,11,1,8,5,3 to 5,2,1,4,2,2,4 Very High,3 High,4 Very High,3 High,3 Better,Good,3,No,0
1915,34,26 to 35,Female,Married,Sales,Sales Executive,2,1 Below College,Medical,Travel_Rarely,3,Yes,8103,Q3,12,0,9,4,3 to 5,2,0,1,3,3,4 Very High,4 Very High,3 High,2 Medium,2 Good,Good,3,No,0
1916,31,26 to 35,Female,Divorced,Research & Development,Laboratory Technician,1,3 Bachelor,Medical,Travel_Rarely,4,No,3978,Q2,12,1,4,2,1 to 2,2,2,2,8,0,3 High,1 Low,2 Medium,4 Very High,2 Good,Low,3,No,0
1918,26,26 to 35,Male,Married,Research & Development,Laboratory Technician,1,3 Bachelor,Other,Travel_Frequently,6,No,2544,Q1 lowest,18,1,8,7,6 to 10,7,7,7,0,3,4 Very High,3 High,1 Low,4 Very High,3 Better,Below average,3,No,0
1922,45,36 to 45,Male,Single,Research & Development,Healthcare Representative,2,4 Master,Medical,Travel_Frequently,1,No,5399,Q3,12,0,12,4,3 to 5,2,0,3,4,3,3 High,2 Medium,3 High,3 High,3 Better,Below average,3,No,0
1924,33,26 to 35,Male,Single,Sales,Sales Executive,2,4 Master,Marketing,Travel_Rarely,10,No,5487,Q3,14,0,10,10,6 to 10,4,0,9,1,2,3 High,2 Medium,2 Medium,3 High,2 Good,Below average,3,No,0
1927,28,26 to 35,Male,Married,Sales,Sales Executive,2,2 College,Life Sciences,Travel_Frequently,1,Yes,6834,Q3,12,1,7,7,6 to 10,7,0,7,1,2,4 Very High,3 High,3 High,2 Medium,3 Better,Good,3,No,0
1928,29,26 to 35,Male,Single,Sales,Sales Representative,1,3 Bachelor,Technical Degree,Travel_Frequently,24,No,1091,Q1 lowest,17,0,1,1,Under 1 year,0,0,0,1,3,1 Low,3 High,4 Very High,4 Very High,3 Better,Below average,3,Yes,1
1929,39,36 to 45,Female,Married,Sales,Sales Executive,2,4 Master,Life Sciences,Non-Travel,21,No,5736,Q3,19,1,10,3,3 to 5,2,1,2,6,1,3 High,1 Low,3 High,1 Low,3 Better,Below average,3,No,0
1931,27,26 to 35,Male,Married,Research & Development,Research Scientist,1,4 Master,Technical Degree,Travel_Rarely,2,No,2226,Q1 lowest,11,1,6,5,3 to 5,3,1,2,1,3,2 Medium,2 Medium,3 High,3 High,2 Good,Below average,3,No,0
1932,34,26 to 35,Male,Married,Research & Development,Research Scientist,2,4 Master,Other,Travel_Frequently,22,Yes,5747,Q3,15,0,16,15,Over 10,10,6,11,1,3,4 Very High,3 High,2 Medium,2 Medium,3 Better,Good,3,No,0
1933,28,26 to 35,Female,Single,Sales,Sales Executive,2,2 College,Marketing,Travel_Rarely,13,Yes,9854,Q4 highest,11,0,6,2,1 to 2,0,2,2,3,0,3 High,4 Very High,4 Very High,3 High,3 Better,Good,3,Yes,1
1934,47,46 to 60,Male,Married,Research & Development,Research Scientist,2,4 Master,Technical Degree,Non-Travel,14,No,5467,Q3,18,1,16,8,6 to 10,7,1,7,8,4,2 Medium,3 High,3 High,3 High,4 Best,Good,3,No,0
1935,56,46 to 60,Female,Married,Sales,Sales Executive,2,5 Doctor,Marketing,Travel_Rarely,11,No,5380,Q3,16,1,6,0,Under 1 year,0,0,0,4,3,1 Low,4 Very High,3 High,2 Medium,3 Better,Below average,3,No,0
1936,39,36 to 45,Male,Married,Research & Development,Manufacturing Director,2,2 College,Medical,Travel_Rarely,9,No,5151,Q3,25,1,10,10,6 to 10,0,7,9,1,3,1 Low,1 Low,4 Very High,3 High,3 Better,Below average,4,No,0
1937,38,36 to 45,Female,Divorced,Research & Development,Research Scientist,2,3 Bachelor,Medical,Travel_Frequently,8,Yes,2133,Q1 lowest,16,1,20,20,Over 10,11,0,7,1,3,2 Medium,4 Very High,3 High,2 Medium,3 Better,Good,3,No,0
